1;89
2;259
3;281
4;332
5;442
6;456
7;485
8;492
9;498
10;632
11;638
12;734
13;851
14;1019
15;1109
16;1368
17;1401
18;1550
19;1557
20;1565
21;1567
22;1567
23;1574
24;1598
25;1706
26;1707
27;1763
28;1806
29;2243
30;2246
31;2253
32;2255
33;2307
34;3008
35;3034
36;3046
37;3058
38;3105
39;3122
40;3133
41;3149
42;3154
43;3216
44;3227
45;3302
46;3317
47;3358
48;3381
49;3671
50;3716
51;3781
52;3906
53;3935
54;4018
55;4039
56;4147
57;4152
58;4164
59;4179
60;4193
61;4201
62;4241
63;4244
64;4245
65;4388
66;4466
67;4468
68;4476
69;4483
70;4499
71;4556
72;4586
73;4724
74;4794
75;4850
76;4899
77;4979
78;5048
79;5121
80;5201
81;5256
82;5295
83;5314
84;5334
85;5609
86;5648
87;5698
88;5764
89;5770
90;5793
91;5815
92;5825
93;5876
94;5890
95;5949
96;5990
97;6600
98;6786
99;6794
100;6814
101;6954
102;7047
103;7063
104;7068
105;7092
106;7104
107;7135
108;7144
109;7172
110;7209
111;7209
112;7223
113;7226
114;7267
115;7370
116;9987
117;10021
118;10072
119;10135
120;10147
121;10174
122;10250
123;10283
124;10286
125;10398
126;10505
127;10511
128;10795
129;10795
130;10810
131;10850
132;10919
133;10919
134;10934
135;10943
136;10943
137;10943
138;10943
139;10943
140;10953
141;10990
142;10996
143;11008
144;11041
145;11048
146;11127
147;11175
148;11177
149;11218
150;11278
151;11284
152;11318
153;11422
154;11427
155;11435
156;11436
157;11471
158;11554
159;11612
160;11625
161;11671
162;11710
163;11712
164;11714
165;11715
166;11731
167;11738
168;11822
169;11828
170;11829
171;11904
172;11906
173;11906
174;11909
175;11933
176;11935
177;11977
178;12014
179;12024
180;12048
181;12060
182;12200
183;12205
184;12207
185;12209
186;12271
187;12276
188;12281
189;12284
190;12318
191;12327
192;12607
193;12609
194;12611
195;12691
196;12716
197;12732
198;12737
199;12742
200;12779
201;12806
202;12809
203;12811
204;12829
205;12883
206;12883
207;12893
208;12946
209;12953
210;12979
211;13004
212;13018
213;13055
214;13074
215;13081
216;13082
217;13093
218;13095
219;13095
220;13096
221;13099
222;13137
223;13152
224;13209
225;13217
226;13241
227;13268
228;13269
229;13288
230;13288
231;13288
232;13288
233;13288
234;13288
235;13288
236;13288
237;13288
238;13288
239;13288
240;13288
241;13304
242;13346
243;13381
244;13448
245;13452
246;13461
247;13465
248;13702
249;13705
250;13718
251;13724
252;13762
253;13782
254;13876
255;13878
256;14041
257;14044
258;14050
259;14055
260;14055
261;14087
262;14223
263;14228
264;14245
265;14246
266;14247
267;14249
268;14277
269;14288
270;14289
271;14289
272;14629
273;14678
274;14799
275;14810
276;14812
277;14819
278;14823
279;14823
280;14825
281;14826
282;14827
283;14828
284;14835
285;14839
286;14850
287;14861
288;15456
289;15467
290;15475
291;15482
292;15487
293;15503
294;15733
295;15739
296;15981
297;16249
298;16261
299;16268
300;16270
301;16274
302;16305
303;16306
304;16434
305;16447
306;16448
307;16457
308;16457
309;16459
310;16707
311;16738
312;16743
313;16751
314;16763
315;16765
316;16782
317;16784
318;16873
319;16873
320;16882
321;17222
322;17227
323;17230
324;17233
325;17253
326;17279
327;17279
328;17285
329;17287
330;17288
331;17290
332;17298
333;17321
334;17331
335;17339
336;17343
337;17359
338;17580
339;17602
340;17740
341;17749
342;17803
343;17806
344;17851
345;17888
346;17895
347;17899
348;17935
349;17940
350;17940
351;17948
352;17960
353;17991
354;18017
355;18022
356;18094
357;18116
358;18142
359;18251
360;18329
361;18367
362;18368
363;18440
364;18470
365;18483
366;18545
367;18561
368;18561
369;18676
370;18771
371;18823
372;18870
373;18870
374;18923
375;18980
376;19083
377;19116
378;19124
379;19135
380;19141
381;19142
382;19152
383;19154
384;19159
385;19164
386;19231
387;19253
388;19259
389;19265
390;19277
391;19306
392;19308
393;19339
394;19352
395;19461
396;19464
397;19464
398;19515
399;19636
400;19652
401;19772
402;20205
403;20226
404;20229
405;20235
406;20246
407;20246
408;20249
409;20296
410;20399
411;20416
412;20423
413;20502
414;20502
415;20503
416;20504
417;20526
418;20559
419;20579
420;20585
421;20587
422;22508
423;22581
424;22640
425;22661
426;22662
427;22664
428;22748
429;22768
430;22815
431;22985
432;22986
433;22986
434;23010
435;23019
436;23036
437;23036
438;23057
439;23098
440;23120
441;23120
442;23148
443;23150
444;23152
445;23210
446;23210
447;23239
448;23257
449;23260
450;23263
451;23419
452;23424
453;23426
454;23448
455;23449
456;23449
457;23449
458;23481
459;23544
460;23547
461;23552
462;23552
463;23569
464;23570
465;23578
466;23585
467;23592
468;23592
469;23593
470;23596
471;23599
472;23605
473;23606
474;23606
475;23607
476;23662
477;23758
478;23762
479;23765
480;23839
481;23839
482;23849
483;23883
484;23884
485;23917
486;23919
487;24030
488;24055
489;24151
490;24159
491;24195
492;24247
493;24260
494;24268
495;24336
496;24376
497;24377
498;24388
499;24394
500;24513
501;24515
502;24650
503;24653
504;24675
505;24702
506;24730
507;24760
508;24886
509;24915
510;24935
511;24961
512;25123
513;25123
514;25124
515;25218
516;25269
517;25294
518;25374
519;25407
520;25407
521;25443
522;25459
523;25499
524;25503
525;25536
526;25657
527;25665
